tf1,tf2
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6931471805599454, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6931471805599454, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6931471805599454, 0.0, 1.6931471805599454, 0.0, 0.0, 0.0, 0.0]","[9.215209629697624, 1.6931471805599454, 1.6931471805599454, 1.6931471805599454, 5.900459868603158, 1.6931471805599454, 1.6931471805599454, 1.6931471805599454, 1.6931471805599454, 1.6931471805599454, 1.6931471805599454, 0.0, 1.6931471805599454, 1.6931471805599454, 1.6931471805599454, 1.6931471805599454, 1.6931471805599454, 3.5532594796468646, 1.6931471805599454, 1.6931471805599454, 1.6931471805599454, 1.6931471805599454, 1.6931471805599454, 1.6931471805599454, 1.6931471805599454, 1.6931471805599454, 0.0, 1.6931471805599454, 2.8667473750380923, 1.6931471805599454, 1.6931471805599454, 1.6931471805599454, 0.0, 1.6931471805599454, 0.0, 1.6931471805599454, 1.6931471805599454, 1.6931471805599454, 1.6931471805599454]"
